Release Date,Season,Episode,Episode Title,Name,Sentence
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,What about your left?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"I can hold a sword, but all my instincts are wrong. How can I protect the king when I can hardly wipe my own ass?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,You're the Lord Commander now. Command. Let others do the fighting. When was the last time Father used a sword?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,I'm not Father. I'm the Kingslayer. When people find out I can't slay a pigeon...
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"Train, then. Learn to fight with your other hand."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"With whom? You? Men talk. Soon as someone discovers I can't fight, he'll tell everyone."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"You need a proper, discreet swordsman. As it happens, I have just the one."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,My brother tells me you can keep your mouth shut. Unusual talent for a sellsword.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,Is this place safe?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,Uh-huh.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,I haven't used a sparring sword since I was nine.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"Ah! Bold warrior you are, attacking a man when his guardo s down."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"Come on, then."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,Father. Welcome home.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"A pleasure, Mother."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,With the hounds. I'll have a look at him.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,I hear you took a hand from the Kingslayer.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,Father.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"I trained him. He was a slow learner, but he learned."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,Peeled a few bits. Removed a few others.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,We've been flaying our enemies for a thousand years. The flayed man is on our banners.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,I already asked. Lord Greyjoy refused. Savages have no-
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,You made me acting Lord of the Dreadfort. I acted.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Theon was our enemy. But Reek, Reek will never betray us."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Reek, how could you let me stand before my father unshaven? It's disrespectful."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Theon Greyjoy,"I'm sorry, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,Give him the razor.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"If I'm not a Bolton, Father, what does it matter?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Go on, Reek. A nice close shave."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Reek, tell Father where are Bran and Rickon Stark?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Theon Greyjoy,"I don't know, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Reek, did you murder the Stark boys?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Theon Greyjoy,"No, my lord. Just two farm boys."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,And crisped them so no one would know.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Theon Greyjoy,"Yes, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"The Starks have always ruled the North. If Bran and Rickon are alive, the country will rally to their side now that Robb Stark is gone."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Oh, that's right, Reek. Robb Stark is dead. Sorry. I know he was like a brother to you. But my father put a knife through his heart. How do you feel about that?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Theon Greyjoy,Jon Snow is at Castle Black.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Ramsay Bolton,"Even if he doesn't, he's half Stark himself. Could be a threat."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Lord Varys. Breakfasting with the king?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,I'm afraid foreigners aren't welcome at such exclusive affairs.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"Oh, to be foreign."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,Ahem.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,Shae has been noticed. Sansa's maid saw you with her. She already told your sister. It's only a matter of time before your father hears.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,So I'm guilty of being seen with my own wife's handmaiden. My father will ask you if there's anything more and you'll tell him some clever lie.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,"No, I will not. How long do you imagine your father and sister would let me live if they suspected me of lying? I have no pet sellsword to protect me. No legendary brother to avenge me. Only little birds who whisper in my ear."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Forgive me if I don't weep for you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,No one weeps for spiders or whores. I have friends across the sea who could help her.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"She won't leave. I've told her this is a dangerous place so many times, she no longer believes it."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Varys,Your father has promised to hang the next whore he finds you with. Have you ever known your father to make an idle threat?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,She's the whore I told you about. The dark-haired one.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Have her brought to the Tower of the Hand before the wedding.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"The Lives of Four Kings."" Grand Maester Kaeth's history of the reigns of Daeron the Young Dragon, Baelor the Blessed, Aegon the Unworthy, and Daeron the Good. A book every king should read."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,"One of only two Valyrian steel swords in the capital, Your Grace, freshly forged in your honor."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Don't.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Don't call me that.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,I'm afraid our friendship can't continue.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,There's a ship waiting in the harbor bound for Pentos.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"You'll have your own cabin, of course, and, across the Narrow Sea, a house, servants."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"I'm a married man. My wife has suffered a great deal, as you well know. I don't want her to suffer anymore on my account. I need to uphold my vows."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,I need to do right by her.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,By our children.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,I'm not afraid.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,I need you to leave.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Shae.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,You're a whore! Sansa is fit to bear my children and you are not. I can't be in love with a whore. I can't have children with a whore. How many men have you been with? Five hundred? Five thousand?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,I have enjoyed my time with all of them and I have enjoyed my time with you most of all. But now that time is over.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,You'll have a comfortable life in Pentos. Bronn will escort you to your ship.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"Hear us now. Accept these tokens of our faith, my lord, and lead us from the darkness."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"Lord of Light, show us the way..."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"Lord of Light, protect us, for the night is dark and full of terrors."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,He was an infidel.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,I ordered him to tear down his idols. He disobeyed.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,A good deal more than you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,Meat's off.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,"Serve fish, then. We're on an island."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,"I hate a good many things, but I suffer them all the same."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,Of course I remember.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,It's all I knew when I was a child.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,Until he found me.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,Every mother should fear for her childo s soul.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,She's a child.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Stannis Baratheon,She's my daughter. You will not strike her.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"Were you sleeping, Princess?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,Did you watch the ceremony on the beach?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,And it frightened you?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"They're in a better place now, Princess. The fire cleansed them of the sins of the world."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,Women scream when they give birth. Afterward they are filled with joy.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"You have so many questions, don't you? So did I when I was a child. I was much like you. Only I wasn't a princess."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"No. But I suffered in other ways, sweet girl, believe me. What do you know of the gods?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"Lies and fables. Septons speak of seven gods. There are but two... a god of light and love and joy and a god of darkness, evil, and fear. Eternally at war."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Melisandre,"There's only one hell, Princess. The one we live in now."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Bran Stark,Why did you wake me?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Bran Stark,I was hungry.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Bran Stark,I was just eating.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Bran Stark,"Hodor, take me to the tree."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,He saw us.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Bran Stark,I know where we have to go.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Sansa Stark,We have a new queen.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Better her than you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,"Bit much, wouldn't you say?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,It feels proportionate.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Proportionate to what?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,The expected extravagance.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,People who spend their money on this sort of nonsense tend not to have it for long.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,You ought to try enjoying something before you die. You might find it suits you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"Not now, Mace. Lord Tywin and I are speaking."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"Anyway, I don't know what you're complaining about. I'm paying my share."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Shall we stick golden roses in half the meat pies to commemorate your generosity?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"No, your heartfelt thank you is its own reward. I would imagine I'd be hearing it again before long. Wars are rather expensive. ""The Iron Bank will have it's due."" How they love to remind everyone. Almost as much as you Lannisters with your debts."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,I'm not worried about the Iron Bank.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"We both know you're smarter than that. Come, Tywin, let us celebrate young love."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,You saw her board the ship?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,You saw the ship sail away?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,How do you know?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,There's someone following you?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,Hello.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Hello.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,Not you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"You look exquisite, child. The wind has been at you, though. I haven't had the opportunity to tell you how sorry I was to hear about your brother. War is war, but killing a man at a wedding, horrid. What sort of monster would do such a thing? As if men need more reasons to fear marriage."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,My lady. My lady.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"Lord Tyrion, you see? Not as bad as all that. Perhaps if your pauper husband were to sell his mule and his last pair of shoes, he might be able to afford to bring you to Highgarden for a visit. Now that peace has come and all is right with the world, it would do you good to see some of it. You must excuse me. It's time I ate some of this food I paid for."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,"My love, why don't we make the announcement?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,"We are so fortunate to enjoy this marvelous food and drink. Not all among us are so lucky. To thank the gods for bringing the recent war to a just end, King Joffrey has decreed that the leftovers from our feast be given to the poorest in his city."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,You're an example to us all.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"Ser Loras, it's quite all right. Your sister looks very beautiful."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"So, looking forward to your wedding?"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,Our fathers are both rather keen on the prospect.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,"Perhaps they should get married. If you were to marry Cersei, she'd murder you in your sleep. If you somehow managed to put a child in her first, she'd murder him, too, long before he drew his first breath. Luckily for you, none of this will happen because you'll never marry her."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,Lady Brienne. So good of you to come.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Did you just bow?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,"That's not true, my love. Brienne had nothing to do with it."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,Thank you. I hope we see more of you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Lady Brienne. You're Lord Selwyn Tarth's daughter. That makes you a lady whether you want to be or not.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,I owe you my gratitude. You returned my brother safely to King's Landing.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Did he? Haven't heard that story before.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,I'm sure you have many fascinating stories. Sworn to Renly Baratheon. Sworn to Catelyn Stark. And now my brother. Must be exciting to flit from one camp to the next serving whichever lord or lady you fancy.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,But you love him.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,She'll do no such thing.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,You should see Qyburn. He's quite good.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,More repugnant than your gnarled fingers on that girl's thighs?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,My little brother had you sent to the Black Cells when you annoyed him. What do you think I could do to you if you annoyed me?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,But you are. You annoy me right now. Every breath you draw in my presence annoys me. So here's what I want you to do. I want you to leave my presence. Leave this wedding right now. Go to the kitchens and instruct them that all the leftovers from the feast will be brought to the kennels.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,The queen is telling you the leftovers will feed the dogs or you will.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,You're in rather a good mood.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,I suppose I am.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,I won't ask why.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Small pleasures.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,Your Grace. Lord Tywin.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Prince Oberyn.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,"I don't believe you have met Ellaria. This is the Lord Hand Tywin Lannister and Cersei Lannister, the Queen Regent. I suppose it is former Queen Regent now. Lord Hand and Lady Cersei, Ellaria Sand."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Charmed.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Can't say I've ever met a Sand before.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,"Bastards are born of passion, aren't they? We don't despise them in Dorne."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,No? How tolerant of you.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,"I expect it is a relief, Lady Cersei, giving up your regal responsibilities. Wearing the crown for so many years must have left your neck a bit crooked."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,"I suppose you'll never know, Prince Oberyn. It's a shame your older brother couldn't attend the wedding."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,"Please give him our regards. With any luck, the gout will abate with time and he will be able to walk again."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,They call it the rich man's disease. A wonder you don't have it.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tywin Lannister,Noblemen in my part of the country don't enjoy the same lifestyle as our counterparts in Dorne.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Oberyn Martell,"People everywhere have their differences. In some places, the highborn frown upon those of low birth. In other places, the rape and murder of women and children is considered distasteful. What a fortunate thing for you, former Queen Regent, that your daughter Myrcella has been sent to live in the latter sort of place."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Pay each of them 20 gold when this is done.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,We'll have to find another way to thank the king.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"One taste of combat was enough for me, Your Grace. I would like to keep what remains of my face. I think you should fight him. This was but a poor imitation of your own bravery on the field of battle. I speak as a firsthand witness. Climb down from the high table with your new Valyrian sword and show everyone how a true king wins his throne. Be careful, though. This one is clearly mad with lust. It would be a tragedy for the king to lose his virtue hours before his wedding night."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,A fine vintage. Shame that it spilled.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,"My love, come back to me. It's time for my father's toast."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Your Grace does me a great honor.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,"Look, the pie."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,Wonderful. Wonderful. My hero.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Sansa Stark,Can we leave now?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Let's find out.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"I thought I might change out of these wet clothes, Your Grace."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,"If it please Your Grace, Lady Sansa is very tired."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Tyrion Lannister,Your Grace?
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Margaery Tyrell,He's choking!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,Help the poor boy.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Olenna Tyrell,"Idiots, help your king."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,Move away!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Jaime Lannister,Joffrey! Joffrey!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Help him! Someone help him!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Joffrey!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Joffrey! Joffrey!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,Don't touch him!
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,"Joffrey. Please, Joffrey. Joffrey, what is it? Help him!"
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,My son.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,Cersei Lannister,"He did this. He poisoned my son, your king. Take him. Take him! Take him! Take him!"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,You did this. You did this!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Take him! Take him!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Where is his wife? Where's Sansa?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Find her. Bar the gates of the city. Seize every ship in the harbor.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Where is she?!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,No one leaves the capital! No one!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,Where are we going?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,Lord Baelish?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Petyr... Are you hurt, my lady?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,Good. Good. I'm sure you've had quite a fright. Rest easy. The worst is past. Ser Dontos shouts up from his boat.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Softly, my friend... Voices carry over water."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Shh. You don't want the queen to hear, do you? 1,000 gold cloaks are searching for you. And if they found you, how do you think they would punish the girl who murdered the king?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,I didn't murder anyone.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"I know. I know. But you must admit it looks suspicious. The king who executed your father, who tormented you for years, and you fled the scene of his murder."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,Why did you kill him?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,Because he was a drunk and a fool and I don't trust drunk fools.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,He saved me.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Saved you? My lady, he followed my orders. Every one of them. And he did it all for gold. Money buys a man's silence for a time. A bolt in the heart buys it forever."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,He was helping me because I saved his life.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Yes, and he gave you a priceless necklace that once belonged to his grandmother. The last legacy of House Hollard."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,I had it made a few weeks ago. What did I once tell you about the capital?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sansa Stark,We're all liars here.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Petyr Baelish,"Come, my lady. I know you've had a difficult day. But you're safe now. I promise you that. You're safe with me and sailing home."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Margaery Tyrell,So am I the queen?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Olenna Tyrell,"More than you were with Renly. Less than you would have been if Joffrey had done you the courtesy of consummating the marriage before dying. In any case, this would not be an opportune moment to press the issue."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Margaery Tyrell,"Clawing at his own throat, looking to his mother to make stop... it was horrible."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Olenna Tyrell,"The world is overflowing with horrible things. But they're all a tray of cakes next to death. They brought me your grandfather's body when he died, you know? Made me look at it."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Margaery Tyrell,What was it like?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Olenna Tyrell,They took me to the Great Hall and there he was. The man I'd married and suffered to father my children. A great doughy lump I'd sat next to at endless dinners and tedious gatherings. There he was... lying on a table.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Margaery Tyrell,One of my husbands preferred the company of men and was stabbed through the heart. Another was happiest torturing animals and was poisoned at our wedding feast... I must be cursed.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Olenna Tyrell,"Nonsense. Your circumstances have improved markedly. You may not have enjoyed watching him die, but you enjoyed it more than you would have enjoyed being married to him, I can promise you that."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Margaery Tyrell,But I would have been the queen.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Olenna Tyrell,Our alliance with the Lannisters remains every bit as necessary to them as it is unpleasant for us. You did wonderful work on Joffrey. The next one should be easier.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Your brother is dead. Do you know what that means?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,I'm not trying to trick you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Yes, you will become king. What kind of king do you think you'll be?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Mm, I think so as well. You've got the right temperament for it. But what makes a good king? Hmm? What is a good king's single most important quality?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,This is hardly the place or the time.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Hmm. Baelor the Blessed was holy. And pious. He built this sept. He also named a six-year-old boy high septon because he thought the boy could work miracles. He ended up fasting himself into an early grave because food was of this world and this world was sinful.
